id,Fin_year,Week_no,Week_startdate,Week_enddate,Revision_no,Letter_refno,Letter_date,Payment_date,Disbursement_date,Lc_date,Interest_levydate,Entity,Fin_code,Outstandings,PayableorReceivable,ProRata,Amount,modified_remarks,Status,Consider_Week,Consider_Year,id-2,Pay_type,Pay_refno,Pay_date,Pay_amount,Due_amount,Paid_for,Status-2,reject_remarks,registration_id_id,Remarks,Bank_type
3137,2024-25,3,2024-04-15,2024-04-21,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-04-30,2024-05-09,2024-05-09,2024-05-09,2024-05-09,TATA PAVAGADA,T0296,0,Payable,32040,582,null,Complete,4,2024-25,1276,NEFT,,2024-05-07,32040,0,TATA PAVAGADA,Approved,Null,3137,,SBI
3136,2024-25,3,2024-04-15,2024-04-21,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-04-30,2024-05-09,2024-05-09,2024-05-09,2024-05-09,ADANIKA9 PAVAGADA,S0924,0,Payable,23842,433,null,Complete,4,2024-25,1251,NEFT,,2024-05-06,23842,0,ADANIKA9 PAVAGADA,Approved,Null,3136,,SBI
3135,2024-25,3,2024-04-15,2024-04-21,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-04-30,2024-05-09,2024-05-09,2024-05-09,2024-05-09,AMPLUS (REWARI) PAVAGADA,A0661,0,Payable,4970,90,null,Complete,4,2024-25,1253,NEFT,,2024-05-04,4970,0,AMPLUS (REWARI) PAVAGADA,Approved,Null,3135,,Indian Bank
3134,2024-25,3,2024-04-15,2024-04-21,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-04-30,2024-05-09,2024-05-09,2024-05-09,2024-05-09,YARROW PAVAGADA,Y0023,0,Payable,4709,85,null,Complete,4,2024-25,1278,NEFT,,2024-05-04,4709,0,YARROW PAVAGADA,Approved,Null,3134,,Indian Bank
3133,2024-25,3,2024-04-15,2024-04-21,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-04-30,2024-05-09,2024-05-09,2024-05-09,2024-05-09,RENEW PAVAGADA,R0350,0,Payable,5171,94,null,Complete,5,2024-25,1323,NEFT,,2024-05-17,5171,0,RENEW PAVAGADA,Approved,Null,3133,,SBI
3132,2024-25,3,2024-04-15,2024-04-21,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-04-30,2024-05-09,2024-05-09,2024-05-09,2024-05-09,PARAMPUJYA PAVAGADA,P0453,0,Payable,18161,330,null,Complete,4,2024-25,1271,NEFT,,2024-05-06,18161,0,PARAMPUJYA PAVAGADA,Approved,Null,3132,,SBI
3131,2024-25,3,2024-04-15,2024-04-21,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-04-30,2024-05-09,2024-05-09,2024-05-09,2024-05-09,AMPLUS TUMKUR (KURUKSHETRA) PAVAGADA,A0662,0,Payable,5334,96,null,Complete,4,2024-25,1254,NEFT,,2024-05-06,5334,0,AMPLUS TUMKUR (KURUKSHETRA) PAVAGADA,Approved,Null,3131,,Indian Bank
3130,2024-25,3,2024-04-15,2024-04-21,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-04-30,2024-05-09,2024-05-09,2024-05-09,2024-05-09,KREDL PAVAGADA,K0238,0,Payable,2324,42,null,Complete,4,2024-25,1267,NEFT,,2024-05-04,2324,0,KREDL PAVAGADA,Approved,Null,3130,,SBI
3129,2024-25,3,2024-04-15,2024-04-21,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-04-30,2024-05-09,2024-05-09,2024-05-09,2024-05-09,"Sprng Solar India Pvt.Ltd,PAVAGADA",F0081,0,Payable,13510,245,null,Complete,4,2024-25,1274,NEFT,,2024-05-07,13510,0,"Sprng Solar India Pvt.Ltd,PAVAGADA",Approved,Null,3129,,Indian Bank
3128,2024-25,3,2024-04-15,2024-04-21,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-04-30,2024-05-09,2024-05-09,2024-05-09,2024-05-09,FORTUMFIN PAVAGADA,F0075,0,Payable,13991,254,null,Complete,5,2024-25,1315,NEFT,,2024-05-13,13991,0,FORTUMFIN PAVAGADA,Approved,Null,3128,,SBI
3127,2024-25,3,2024-04-15,2024-04-21,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-04-30,2024-05-09,2024-05-09,2024-05-09,2024-05-09,AZURE PAVAGADA,A0667,0,Payable,5013,91,null,Complete,4,2024-25,1262,NEFT,,2024-05-08,5013,0,AZURE PAVAGADA,Approved,Null,3127,,Indian Bank
3126,2024-25,3,2024-04-15,2024-04-21,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-04-30,2024-05-09,2024-05-09,2024-05-09,2024-05-09,AVAADA SOLARISE PAVAGADA,A0722,0,Payable,14093,256,null,Complete,4,2024-25,1259,NEFT,,2024-05-07,14093,0,AVAADA SOLARISE PAVAGADA,Approved,Null,3126,,SBI Reactive
3125,2024-25,3,2024-04-15,2024-04-21,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-04-30,2024-05-09,2024-05-09,2024-05-09,2024-05-09,AVAADA SOLAR PAVAGADA,A0657,0,Payable,7196,130,null,Complete,4,2024-25,1258,NEFT,,2024-05-08,7196,0,AVAADA SOLAR PAVAGADA,Approved,Null,3125,,SBI Reactive
3124,2024-25,3,2024-04-15,2024-04-21,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-04-30,2024-05-09,2024-05-09,2024-05-09,2024-05-09,ADYAH PAVAGADA,A0732,0,Payable,14874,270,null,Complete,4,2024-25,1252,NEFT,,2024-05-07,14874,0,ADYAH PAVAGADA,Approved,Null,3124,,SBI
3123,2024-25,3,2024-04-15,2024-04-21,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-04-30,2024-05-09,2024-05-09,2024-05-09,2024-05-09,"Adani Solar AP Seven,NPKUNTA",S0933,0,Payable,13904,252,null,Complete,4,2024-25,1250,NEFT,,2024-05-07,13904,0,"Adani Solar AP Seven,NPKUNTA",Approved,Null,3123,,SBI
3122,2024-25,3,2024-04-15,2024-04-21,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-04-30,2024-05-09,2024-05-09,2024-05-09,2024-05-09,TATA POWER NPKUNTA,T0289,0,Payable,20561,373,null,Complete,4,2024-25,1277,NEFT,,2024-05-07,20561,0,TATA POWER NPKUNTA,Approved,Null,3122,,SBI
3121,2024-25,3,2024-04-15,2024-04-21,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-04-30,2024-05-09,2024-05-09,2024-05-09,2024-05-09,NTPC NPKUNTA,N0311,0,Payable,24165,439,null,Complete,4,2024-25,1270,NEFT,,2024-05-07,24165,0,NTPC NPKUNTA,Approved,Null,3121,,SBI Reactive
3120,2024-25,3,2024-04-15,2024-04-21,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-04-30,2024-05-09,2024-05-09,2024-05-09,2024-05-09,SPRNG NPKUNTA,S0863,0,Payable,21710,394,null,Complete,4,2024-25,1273,NEFT,,2024-05-07,21710,0,SPRNG NPKUNTA,Approved,Null,3120,,Indian Bank
3119,2024-25,3,2024-04-15,2024-04-21,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-04-30,2024-05-09,2024-05-09,2024-05-09,2024-05-09,AYANA NPKUNTA,A0782,0,Payable,5051,91,null,Complete,4,2024-25,1260,NEFT,,2024-05-08,5051,0,AYANA NPKUNTA,Approved,Null,3119,,Indian Bank
3118,2024-25,3,2024-04-15,2024-04-21,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-04-30,2024-05-09,2024-05-09,2024-05-09,2024-05-09,IGS II NPKUNTA,M0448,0,Payable,6311,114,null,Complete,4,2024-25,1266,NEFT,,2024-05-04,6311,0,IGS II NPKUNTA,Approved,Null,3118,,SBI
3117,2024-25,3,2024-04-15,2024-04-21,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-04-30,2024-05-09,2024-05-09,2024-05-09,2024-05-09,IGS I NPKUNTA,F0071,0,Payable,9938,180,null,Complete,4,2024-25,1265,NEFT,,2024-05-04,9938,0,IGS I NPKUNTA,Approved,Null,3117,,SBI
3116,2024-25,3,2024-04-15,2024-04-21,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-04-30,2024-05-09,2024-05-09,2024-05-09,2024-05-09,AZURE NPKUNTA,A0636,0,Payable,8027,145,null,Complete,5,2024-25,1362,NEFT,,2024-05-24,8027,0,AZURE NPKUNTA,Approved,Null,3116,,Indian Bank
3115,2024-25,3,2024-04-15,2024-04-21,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-04-30,2024-05-09,2024-05-09,2024-05-09,2024-05-09,ATHENA KARNAL NPKUNTA,A0638,0,Payable,11940,217,null,Complete,4,2024-25,1257,NEFT,,2024-05-06,11940,0,ATHENA KARNAL NPKUNTA,Approved,Null,3115,,SBI
3114,2024-25,3,2024-04-15,2024-04-21,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-04-30,2024-05-09,2024-05-09,2024-05-09,2024-05-09,ATHENA HISSAR NPKUNTA,A0639,0,Payable,8526,155,null,Complete,4,2024-25,1256,NEFT,,2024-05-06,8526,0,ATHENA HISSAR NPKUNTA,Approved,Null,3114,,SBI
3113,2024-25,3,2024-04-15,2024-04-21,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-04-30,2024-05-09,2024-05-09,2024-05-09,2024-05-09,ATHENA BHIWADI NPKUNTA,A0640,0,Payable,8617,156,null,Complete,4,2024-25,1255,NEFT,,2024-05-06,8617,0,ATHENA BHIWADI NPKUNTA,Approved,Null,3113,,SBI
3108,2024-25,3,2024-04-15,2024-04-21,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-04-30,2024-05-09,2024-05-09,2024-05-09,2024-05-09,NPCIL MAPS,N0129,0,Payable,33128,602,null,Complete,6,2024-25,1375,NEFT,,2024-05-23,33128,0,NPCIL MAPS,Approved,Null,3108,,SBI
3104,2024-25,3,2024-04-15,2024-04-21,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-04-30,2024-05-09,2024-05-09,2024-05-09,2024-05-09,LKPPL,L0041,0,Payable,25600,465,null,Complete,5,2024-25,1316,NEFT,,2024-05-15,25600,0,LKPPL,Approved,Null,3104,,SBI Reactive
3102,2024-25,3,2024-04-15,2024-04-21,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-04-30,2024-05-09,2024-05-09,2024-05-09,2024-05-09,MEPL,M0188,0,Payable,12132,220,null,Complete,6,2024-25,1374,NEFT,,2024-05-25,12132,0,MEPL,Approved,Null,3102,,Indian Bank
3095,2024-25,3,2024-04-15,2024-04-21,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-04-30,2024-05-09,2024-05-09,2024-05-09,2024-05-09,NLC TS-I Expansion,N0134,0,Payable,5840,106,null,Complete,4,2024-25,1268,NEFT,,2024-05-06,5840,0,NLC TS-I Expansion,Approved,Null,3095,,SBI
3085,2024-25,3,2024-04-15,2024-04-21,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-04-30,2024-05-09,2024-05-09,2024-05-09,2024-05-09,PUDUCHERY,A0072,0,Payable,201339,3660,null,Complete,4,2024-25,1272,NEFT,,2024-05-07,201339,0,PUDUCHERY,Approved,Null,3085,,SBI
3084,2024-25,3,2024-04-15,2024-04-21,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-04-30,2024-05-09,2024-05-09,2024-05-09,2024-05-09,TELANGANA,T0192,0,Payable,1159256,21077,null,Complete,4,2024-25,1290,NEFT,,2024-05-10,1159256,0,TELANGANA,Approved,Null,3084,,SBI Reactive
3083,2024-25,3,2024-04-15,2024-04-21,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-04-30,2024-05-09,2024-05-09,2024-05-09,2024-05-09,TAMIL NADU,A0073,0,Payable,166743,3031,null,Complete,4,2024-25,1275,NEFT,,2024-05-07,166743,0,TAMILNADU,Approved,Null,3083,,SBI
3220,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,RSOPL_koppal,R0538,0,Payable,1320,24,null,Complete,7,2024-25,1456,NEFT,,2024-06-07,1320,0,RSOPL_koppal,Approved,Null,3220,,SBI
3219,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,Jsw_savlaperi,J0228,12,Payable,552,10,null,Partial,5,2024-25,1327,NEFT,asf,2024-05-10,540.96,12,Jsw_savlaperi,Approved,Null,3219,NULL,SBI
3214,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,BETAM TUTICORIN,B0285,0,Payable,239,4,null,Complete,6,2024-25,1369,NEFT,,2024-05-27,239,0,BETAM TUTICORIN,Approved,Null,3214,,SBI
3213,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,ORANGE SIRONJ TUTICORIN,O0081,0,Payable,1776,32,null,Complete,6,2024-25,1371,NEFT,,2024-05-29,1776,0,ORANGE SIRONJ TUTICORIN,Approved,Null,3213,,SBI Reactive
3209,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,NTPC ETTAYAPURAM,N0423,0,Payable,506,9,null,Complete,5,2024-25,1305,NEFT,,2024-05-13,506,0,NTPC ETTAYAPURAM,Approved,Null,3209,,SBI Reactive
3208,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,GRT SOLAR TUTICORIN,G0287,0,Payable,184,3,null,Complete,5,2024-25,1301,NEFT,,2024-05-11,184,0,GRT SOLAR TUTICORIN,Approved,Null,3208,,Indian Bank
3207,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,TATA PAVAGADA,T0296,0,Payable,29390,534,null,Complete,5,2024-25,1312,NEFT,,2024-05-14,29390,0,TATA PAVAGADA,Approved,Null,3207,,SBI
3206,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,ADANIKA9 PAVAGADA,S0924,0,Payable,22033,400,null,Complete,5,2024-25,1292,NEFT,,2024-05-13,22033,0,ADANIKA9 PAVAGADA,Approved,Null,3206,,SBI
3205,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,AMPLUS (REWARI) PAVAGADA,A0661,0,Payable,4933,89,null,Complete,5,2024-25,1294,NEFT,,2024-05-15,4933,0,AMPLUS (REWARI) PAVAGADA,Approved,Null,3205,,Indian Bank
3204,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,YARROW PAVAGADA,Y0023,0,Payable,4347,79,null,Complete,5,2024-25,1314,NEFT,,2024-05-09,4347,0,YARROW PAVAGADA,Approved,Null,3204,,Indian Bank
3203,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,RENEW PAVAGADA,R0350,0,Payable,4565,83,null,Complete,6,2024-25,1372,NEFT,,2024-05-29,4565,0,RENEW PAVAGADA,Approved,Null,3203,,SBI
3202,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,PARAMPUJYA PAVAGADA,P0453,0,Payable,16222,294,null,Complete,5,2024-25,1307,NEFT,,2024-05-13,16222,0,PARAMPUJYA PAVAGADA,Approved,Null,3202,,SBI
3201,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,AMPLUS TUMKUR (KURUKSHETRA) PAVAGADA,A0662,0,Payable,5132,93,null,Complete,5,2024-25,1295,NEFT,,2024-05-15,5132,0,AMPLUS TUMKUR (KURUKSHETRA) PAVAGADA,Approved,Null,3201,,Indian Bank
3200,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,KREDL PAVAGADA,K0238,0,Payable,2520,45,null,Complete,5,2024-25,1304,NEFT,,2024-05-13,2520,0,KREDL PAVAGADA,Approved,Null,3200,,SBI
3199,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,"Sprng Solar India Pvt.Ltd,PAVAGADA",F0081,0,Payable,12907,234,null,Complete,5,2024-25,1310,NEFT,,2024-05-14,12907,0,"Sprng Solar India Pvt.Ltd,PAVAGADA",Approved,Null,3199,,Indian Bank
3198,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,FORTUMFIN PAVAGADA,F0075,0,Payable,14146,257,null,Complete,5,2024-25,1300,NEFT,,2024-05-13,14146,0,FORTUMFIN PAVAGADA,Approved,Null,3198,,SBI
3196,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,AVAADA SOLARISE PAVAGADA,A0722,0,Payable,13867,252,null,Complete,5,2024-25,1320,NEFT,,2024-05-16,13867,0,AVAADA SOLARISE PAVAGADA,Approved,Null,3196,,SBI Reactive
3195,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,AVAADA SOLAR PAVAGADA,A0657,0,Payable,6882,125,null,Complete,5,2024-25,1319,NEFT,,2024-05-17,6882,0,AVAADA SOLAR PAVAGADA,Approved,Null,3195,,SBI Reactive
3194,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,ADYAH PAVAGADA,A0732,0,Payable,12902,234,null,Complete,5,2024-25,1293,NEFT,,2024-05-15,12902,0,ADYAH PAVAGADA,Approved,Null,3194,,SBI
3193,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,"Adani Solar AP Seven,NPKUNTA",S0933,0,Payable,12690,230,null,Complete,5,2024-25,1291,NEFT,,2024-05-13,12690,0,"Adani Solar AP Seven,NPKUNTA",Approved,Null,3193,,SBI
3192,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,TATA POWER NPKUNTA,T0289,0,Payable,20769,377,null,Complete,5,2024-25,1313,NEFT,,2024-05-14,20769,0,TATA POWER NPKUNTA,Approved,Null,3192,,SBI
3191,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,NTPC NPKUNTA,N0311,0,Payable,23830,433,null,Complete,5,2024-25,1306,NEFT,,2024-05-10,23830,0,NTPC NPKUNTA,Approved,Null,3191,,SBI Reactive
3190,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,SPRNG NPKUNTA,S0863,0,Payable,20742,377,null,Complete,5,2024-25,1309,NEFT,,2024-05-14,20742,0,SPRNG NPKUNTA,Approved,Null,3190,,Indian Bank
3189,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,AYANA NPKUNTA,A0782,0,Payable,2033,36,null,Complete,5,2024-25,1299,NEFT,,2024-05-13,2033,0,AYANA NPKUNTA,Approved,Null,3189,,Indian Bank
3188,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,IGS II NPKUNTA,M0448,0,Payable,6202,112,null,Complete,5,2024-25,1303,NEFT,,2024-05-15,6202,0,IGS II NPKUNTA,Approved,Null,3188,,SBI
3187,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,IGS I NPKUNTA,F0071,0,Payable,10083,183,null,Complete,5,2024-25,1302,NEFT,,2024-05-15,10083,0,IGS I NPKUNTA,Approved,Null,3187,,SBI
3186,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,AZURE NPKUNTA,A0636,0,Payable,8068,146,null,Complete,5,2024-25,1321,NEFT,,2024-05-18,8068,0,AZURE NPKUNTA,Approved,Null,3186,,Indian Bank
3185,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,ATHENA KARNAL NPKUNTA,A0638,0,Payable,12800,232,null,Complete,5,2024-25,1298,NEFT,,2024-05-13,12800,0,ATHENA KARNAL NPKUNTA,Approved,Null,3185,,SBI
3184,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,ATHENA HISSAR NPKUNTA,A0639,0,Payable,8565,155,null,Complete,5,2024-25,1297,NEFT,,2024-05-10,8565,0,ATHENA HISSAR NPKUNTA,Approved,Null,3184,,SBI
3183,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,ATHENA BHIWADI NPKUNTA,A0640,0,Payable,8683,157,null,Complete,5,2024-25,1296,NEFT,,2024-05-10,8683,0,ATHENA BHIWADI NPKUNTA,Approved,Null,3183,,SBI
3178,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,NPCIL MAPS,N0129,0,Payable,36294,659,null,Complete,6,2024-25,1370,NEFT,,2024-05-23,36294,0,NPCIL MAPS,Approved,Null,3178,,SBI
3174,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,LKPPL,L0041,0,Payable,43720,794,null,Complete,5,2024-25,1356,NEFT,,2024-05-20,43720,0,LKPPL,Approved,Null,3174,,SBI Reactive
3155,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,PUDUCHERY,A0072,0,Payable,312577,5683,null,Complete,5,2024-25,1308,NEFT,,2024-05-13,312577,0,PUDUCHERY,Approved,Null,3155,,SBI
3154,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,TELANGANA,T0192,0,Payable,1555308,28278,null,Complete,5,2024-25,1322,NEFT,,2024-05-17,1555308,0,TELANGANA,Approved,Null,3154,,SBI Reactive
3153,2024-25,4,2024-04-22,2024-04-28,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-07,2024-05-16,2024-05-16,2024-05-16,2024-05-16,TAMIL NADU,A0073,0,Payable,391408,7116,null,Complete,5,2024-25,1311,NEFT,,2024-05-14,391408,0,TAMILNADU,Approved,Null,3153,,SBI
3291,2024-25,5,2024-04-29,2024-05-05,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-14,2024-05-23,2024-05-23,2024-05-23,2024-05-23,RSOPL_koppal,R0538,0,Payable,704,12,null,Complete,7,2024-25,1455,NEFT,,2024-06-07,704,0,RSOPL_koppal,Approved,Null,3291,,SBI
3290,2024-25,5,2024-04-29,2024-05-05,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-14,2024-05-23,2024-05-23,2024-05-23,2024-05-23,Jsw_savlaperi,J0228,0,Payable,644,11,null,Complete,6,2024-25,1366,NEFT,,2024-05-28,644,0,Jsw_savlaperi,Approved,Null,3290,,SBI
3285,2024-25,5,2024-04-29,2024-05-05,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-14,2024-05-23,2024-05-23,2024-05-23,2024-05-23,BETAM TUTICORIN,B0285,0,Payable,350,6,null,Complete,6,2024-25,1365,NEFT,,2024-05-27,350,0,BETAM TUTICORIN,Approved,Null,3285,,SBI
3284,2024-25,5,2024-04-29,2024-05-05,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-14,2024-05-23,2024-05-23,2024-05-23,2024-05-23,ORANGE SIRONJ TUTICORIN,O0081,0,Payable,4204,76,null,Complete,6,2024-25,1367,NEFT,,2024-05-29,4204,0,ORANGE SIRONJ TUTICORIN,Approved,Null,3284,,SBI Reactive
3282,2024-25,5,2024-04-29,2024-05-05,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-14,2024-05-23,2024-05-23,2024-05-23,2024-05-23,JSW RENEW TWO TUTICORIN,J0214,0,Payable,184,3,null,Complete,5,2024-25,1346,NEFT,,2024-05-21,184,0,JSW RENEW TWO TUTICORIN,Approved,Null,3282,,SBI
3279,2024-25,5,2024-04-29,2024-05-05,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-14,2024-05-23,2024-05-23,2024-05-23,2024-05-23,GRT SOLAR TUTICORIN,G0287,0,Payable,276,5,null,Complete,5,2024-25,1343,NEFT,,2024-05-17,276,0,GRT SOLAR TUTICORIN,Approved,Null,3279,,SBI Reactive
3278,2024-25,5,2024-04-29,2024-05-05,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-14,2024-05-23,2024-05-23,2024-05-23,2024-05-23,TATA PAVAGADA,T0296,0,Payable,29388,534,null,Complete,5,2024-25,1353,NEFT,,2024-05-21,29388,0,TATA PAVAGADA,Approved,Null,3278,,SBI
3277,2024-25,5,2024-04-29,2024-05-05,Revision 0, SRPC/SE-1/4(Dev)/2020/ ,2024-05-14,2024-05-23,2024-05-23,2024-05-23,2024-05-23,ADANIKA9 PAVAGADA,S0924,0,Payable,22043,400,null,Complete,5,2024-25,1332,NEFT,,2024-05-20,22043,0,ADANIKA9 PAVAGADA,Approved,Null,3277,,SBI
